country,year,iso_code,population,gdp,biofuel_cons_change_pct,biofuel_cons_change_twh,biofuel_cons_per_capita,biofuel_consumption,biofuel_elec_per_capita,biofuel_electricity,biofuel_share_elec,biofuel_share_energy,carbon_intensity_elec,coal_cons_change_pct,coal_cons_change_twh,coal_cons_per_capita,coal_consumption,coal_elec_per_capita,coal_electricity,coal_prod_change_pct,coal_prod_change_twh,coal_prod_per_capita,coal_production,coal_share_elec,coal_share_energy,electricity_demand,electricity_demand_per_capita,electricity_generation,electricity_share_energy,energy_cons_change_pct,energy_cons_change_twh,energy_per_capita,energy_per_gdp,fossil_cons_change_pct,fossil_cons_change_twh,fossil_elec_per_capita,fossil_electricity,fossil_energy_per_capita,fossil_fuel_consumption,fossil_share_elec,fossil_share_energy,gas_cons_change_pct,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_electricity,gas_energy_per_capita,gas_prod_change_pct,gas_prod_change_twh,gas_prod_per_capita,gas_production,gas_share_elec,gas_share_energy,greenhouse_gas_emissions,hydro_cons_change_pct,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_electricity,hydro_energy_per_capita,hydro_share_elec,hydro_share_energy,low_carbon_cons_change_pct,low_carbon_cons_change_twh,low_carbon_consumption,low_carbon_elec_per_capita,low_carbon_electricity,low_carbon_energy_per_capita,low_carbon_share_elec,low_carbon_share_energy,net_elec_imports,net_elec_imports_share_demand,nuclear_cons_change_pct,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_electricity,nuclear_energy_per_capita,nuclear_share_elec,nuclear_share_energy,oil_cons_change_pct,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_electricity,oil_energy_per_capita,oil_prod_change_pct,oil_prod_change_twh,oil_prod_per_capita,oil_production,oil_share_elec,oil_share_energy,other_renewable_consumption,other_renewable_electricity,other_renewable_exc_biofuel_electricity,other_renewables_cons_change_pct,other_renewables_cons_change_twh,other_renewables_elec_per_capita,other_renewables_elec_per_capita_exc_biofuel,other_renewables_energy_per_capita,other_renewables_share_elec,other_renewables_share_elec_exc_biofuel,other_renewables_share_energy,per_capita_electricity,primary_energy_consumption,renewables_cons_change_pct,renewables_cons_change_twh,renewables_consumption,renewables_elec_per_capita,renewables_electricity,renewables_energy_per_capita,renewables_share_elec,renewables_share_energy,solar_cons_change_pct,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_electricity,solar_energy_per_capita,solar_share_elec,solar_share_energy,wind_cons_change_pct,wind_cons_change_twh,wind_consumption,wind_elec_per_capita,wind_electricity,wind_energy_per_capita,wind_share_elec,wind_share_energy
Spain,1996,ESP,40237332.0,885027504128.0,,0.0,0.0,0.0,26.841,1.08,0.624,0.0,,-15.501,-34.192,4632.365,186.394,1340.546,53.94,-1.243,-1.407,2778.493,111.799,31.141,14.841,174.27,4331.053,173.21,16.008,3.867,47.158,31477.441,1.431,-0.523,-5.175,1879.598,75.63,24466.533,984.468,43.664,78.386,11.912,10.696,100.49,168.749,6.79,2497.424,12.256,0.601,136.886,5.508,3.92,8.001,,72.214,46.361,110.561,988.883,39.79,2747.725,22.972,8.803,22.198,49.269,271.462,2425.111,97.58,6746.524,56.336,21.614,1.06,0.608,1.578,2.431,156.472,1399.944,56.33,3888.732,32.521,12.459,2.697,18.32,697.584,370.303,14.9,17336.742,-34.931,-3.446,159.528,6.419,8.602,55.543,3.384,1.08,0.0,7.122,0.225,26.841,0.0,84.11,0.624,0.0,0.269,4304.709,1266.568,69.047,46.839,114.99,1025.167,41.25,2857.792,23.815,9.156,-20.0,-0.008,0.033,0.497,0.02,0.828,0.012,0.003,34.815,0.261,1.011,8.947,0.36,25.129,0.208,0.081
Spain,1997,ESP,40423773.0,925901389824.0,,0.0,0.0,0.0,36.117,1.46,0.772,0.0,,14.525,27.075,5280.771,213.469,1550.325,62.67,0.198,0.221,2771.144,112.02,33.136,16.322,186.06,4602.737,189.13,16.544,4.029,51.026,32594.529,1.423,6.753,66.476,2396.115,96.86,25998.172,1050.944,51.213,80.358,30.848,30.999,131.489,449.488,18.17,3252.764,-61.769,-3.402,52.091,2.106,9.607,10.054,,-12.622,-13.956,96.606,859.643,34.75,2389.82,18.374,7.387,-5.428,-14.582,256.88,2282.568,92.27,6354.681,48.787,19.642,-3.07,-1.65,-1.832,-2.867,153.606,1368.007,55.3,3799.881,29.239,11.745,1.204,8.402,705.987,396.301,16.02,17464.639,-26.73,-1.716,116.347,4.703,8.47,53.982,4.572,1.46,0.0,35.088,1.188,36.117,0.0,113.099,0.772,0.0,0.35,4678.683,1317.594,-10.337,-11.715,103.275,914.561,36.97,2554.8,19.547,7.897,8.333,0.003,0.036,0.495,0.02,0.893,0.011,0.003,103.846,1.05,2.061,18.306,0.74,50.988,0.391,0.158
Spain,1998,ESP,40617392.0,976805822464.0,,0.0,0.0,0.0,37.669,1.53,0.791,0.0,,-4.707,-10.048,5008.208,203.42,1516.099,61.58,-4.091,-4.582,2645.119,107.438,31.842,14.874,196.79,4844.969,193.39,16.162,4.55,59.95,33915.125,1.41,4.731,49.724,2400.696,97.51,27098.455,1100.669,50.421,80.483,2.66,3.498,134.987,399.09,16.21,3323.381,-37.189,-0.783,32.563,1.323,8.382,9.871,,-2.223,-2.147,94.458,836.834,33.99,2325.564,17.576,6.907,3.903,10.029,266.909,2360.565,95.88,6571.307,49.579,19.517,3.4,1.728,6.682,10.264,163.869,1452.334,58.99,4034.465,30.503,11.982,7.971,56.275,762.261,485.506,19.72,18766.867,44.737,2.104,167.594,6.807,10.197,55.738,4.784,1.53,0.0,4.648,0.213,37.669,0.0,117.791,0.791,0.0,0.35,4761.261,1377.544,-0.251,-0.235,103.04,908.232,36.89,2536.843,19.075,7.534,15.385,0.006,0.042,0.492,0.02,1.026,0.01,0.003,82.21,1.694,3.756,33.237,1.35,92.462,0.698,0.275
Spain,1999,ESP,40812809.0,1031651262464.0,,0.0,0.0,0.0,39.693,1.62,0.788,0.0,,12.075,24.563,5586.062,227.983,1803.6,73.61,-7.058,-7.583,2446.664,99.855,35.797,15.904,211.35,5178.521,205.63,16.072,4.655,64.13,35324.043,1.397,8.426,92.738,2929.718,119.57,29240.984,1193.407,58.148,83.254,14.474,19.538,154.525,467.01,19.06,3786.196,27.903,0.369,41.45,1.692,9.269,10.78,,-32.766,-30.95,63.508,559.138,22.82,1556.088,11.098,4.43,-10.111,-26.866,240.043,2108.652,86.06,5881.562,41.852,16.746,5.72,2.706,-0.239,-0.392,163.478,1441.949,58.85,4005.551,28.619,11.404,6.381,48.637,810.899,659.107,26.9,19868.727,-44.732,-3.045,92.182,3.762,13.082,56.57,5.387,1.62,0.0,12.606,0.603,39.693,0.0,132.005,0.788,0.0,0.376,5038.369,1441.673,-25.892,-26.475,76.565,666.702,27.21,1876.011,13.233,5.341,13.333,0.006,0.047,0.735,0.03,1.157,0.015,0.003,102.959,3.867,7.622,67.136,2.74,186.761,1.332,0.532
Spain,2000,ESP,41019721.0,1094998753280.0,,0.0,0.0,0.0,36.324,1.49,0.674,0.0,470.94,6.8,15.503,5935.82,243.486,1928.097,79.09,-2.854,-2.849,2364.858,97.006,35.8,16.068,225.36,5493.943,220.92,16.495,5.804,83.675,37185.727,1.393,4.122,49.196,3028.3,124.22,30292.811,1242.603,56.229,81.999,14.521,22.439,176.964,491.958,20.18,4314.12,7.235,0.122,44.225,1.814,9.135,11.678,104.04,29.336,18.631,82.139,688.937,28.26,2002.424,12.792,5.42,13.705,32.736,272.78,2357.403,96.7,6649.96,43.771,18.001,4.44,1.97,5.699,9.317,172.794,1516.588,62.21,4212.472,28.16,11.403,1.388,11.254,822.153,608.244,24.95,20042.871,-21.631,-0.814,71.877,2.948,11.294,54.254,4.666,1.49,0.0,-13.399,-0.722,36.324,0.0,113.741,0.674,0.0,0.308,5385.702,1525.348,30.935,23.42,99.985,840.815,34.49,2437.488,15.612,6.598,5.882,0.003,0.05,0.244,0.01,1.219,0.005,0.003,72.267,5.508,13.131,115.31,4.73,320.103,2.141,0.866
Spain,2001,ESP,41245551.0,1147959115776.0,,0.0,0.0,0.0,39.519,1.63,0.699,0.0,422.534,-8.445,-20.562,5404.797,222.924,1703.699,70.27,-5.731,-5.559,2217.131,91.447,30.15,14.154,236.52,5734.437,233.07,16.953,4.047,61.73,38478.77,1.383,1.546,19.215,2910.859,120.06,30592.814,1261.818,51.512,80.117,7.759,13.73,190.694,566.364,23.36,4623.392,218.224,3.959,139.963,5.773,10.023,12.108,98.48,38.745,31.195,113.334,991.38,40.89,2747.793,17.544,7.196,15.442,40.378,313.158,2739.932,113.01,7592.52,48.488,19.883,3.45,1.459,2.415,3.195,175.989,1544.651,63.71,4266.859,27.335,11.174,3.168,26.046,848.199,640.796,26.43,20564.625,48.994,1.445,106.506,4.393,11.34,53.855,5.097,1.63,0.0,9.243,0.431,39.519,0.0,123.574,0.699,0.0,0.324,5650.792,1587.078,38.072,37.184,137.169,1195.28,49.3,3325.661,21.152,8.709,33.333,0.016,0.066,0.485,0.02,1.607,0.009,0.004,42.987,5.541,18.671,163.896,6.76,452.686,2.9,1.185
Spain,2002,ESP,41755656.0,1191323500544.0,,0.0,0.0,0.0,62.028,2.59,1.08,0.0,481.931,12.677,28.261,6015.586,251.185,1944.168,81.18,-2.277,-2.082,2140.187,89.365,33.838,15.652,245.24,5873.216,239.91,16.756,1.736,27.548,38668.434,1.355,5.848,73.797,3441.929,143.72,31986.424,1335.614,59.906,83.226,14.337,27.34,218.034,775.703,32.39,5221.672,4.554,0.263,144.549,6.036,13.501,13.586,115.62,-44.134,-50.54,62.795,508.195,21.22,1503.857,8.845,3.913,-13.482,-43.959,269.199,2303.64,96.19,6447.008,40.094,16.774,5.33,2.173,-1.086,-3.342,172.647,1509.257,63.02,4134.687,26.268,10.758,2.145,18.196,866.395,722.058,30.15,20749.166,-9.701,-0.426,95.0,3.967,12.567,53.987,8.081,2.59,0.0,58.553,2.984,62.028,0.0,193.537,1.08,0.0,0.504,5745.569,1614.626,-29.455,-40.616,96.552,794.383,33.17,2312.321,13.826,6.016,25.0,0.016,0.082,0.479,0.02,1.968,0.008,0.005,38.216,6.923,25.595,223.682,9.34,612.959,3.893,1.595
Spain,2003,ESP,42506499.0,1239651844096.0,,0.0,0.0,0.0,74.812,3.18,1.236,0.0,429.265,-6.802,-17.084,5507.399,234.1,1758.084,74.73,-7.028,-6.28,1954.636,83.085,29.044,13.921,258.56,6082.834,257.3,17.434,4.964,80.155,39871.102,1.367,1.693,22.608,3285.85,139.67,31953.293,1358.223,54.283,80.767,13.875,30.253,248.287,926.211,39.37,5841.161,-60.148,-3.63,56.588,2.405,15.301,14.765,110.45,79.119,49.069,111.864,952.325,40.48,2631.686,15.733,6.652,20.772,54.225,323.424,2767.342,117.63,7608.815,45.717,19.233,1.26,0.487,-1.811,-4.05,168.597,1455.777,61.88,3966.375,24.05,10.026,1.09,9.44,875.835,601.555,25.57,20604.732,2.917,0.116,96.044,4.082,9.938,52.082,9.95,3.18,0.0,23.125,1.869,74.812,0.0,234.082,1.236,0.0,0.592,6053.192,1694.781,61.575,58.275,154.827,1311.564,55.75,3642.44,21.667,9.207,36.667,0.03,0.112,0.471,0.02,2.628,0.008,0.007,29.255,7.307,32.902,283.957,12.07,774.044,4.691,1.957
Spain,2004,ESP,43234511.0,1289831710720.0,,0.0,0.0,0.0,77.022,3.33,1.204,0.0,449.152,4.571,10.7,5662.14,244.8,1829.557,79.1,-3.108,-2.582,1862.005,80.503,28.596,14.129,273.58,6327.815,276.61,18.02,2.931,49.678,40348.77,1.352,4.641,63.039,3767.129,162.87,32873.324,1421.262,58.881,82.031,17.884,44.403,292.691,1282.771,55.46,6769.841,66.512,1.6,92.639,4.005,20.05,16.893,124.24,-22.843,-26.021,85.843,718.87,31.08,1985.516,11.236,4.955,-3.266,-12.102,311.322,2630.769,113.74,7200.781,41.119,17.969,-3.03,-1.108,2.798,3.777,172.374,1471.278,63.61,3986.954,22.996,9.949,0.906,7.936,883.771,654.801,28.31,20441.342,-8.842,-0.361,86.078,3.722,10.235,51.009,10.406,3.33,0.0,4.585,0.456,77.022,0.0,240.693,1.204,0.0,0.601,6397.898,1744.459,-9.923,-15.879,138.948,1159.49,50.13,3213.827,18.123,8.02,36.585,0.04,0.152,0.463,0.02,3.51,0.007,0.009,30.021,9.646,42.547,363.136,15.7,984.108,5.676,2.456
Spain,2005,ESP,43958840.0,1348839669760.0,,0.0,0.0,0.0,60.284,2.65,0.915,0.0,475.092,-2.546,-6.234,5427.035,238.566,1798.5,79.06,-4.276,-3.443,1753.011,77.06,27.313,13.556,288.12,6554.313,289.46,18.186,1.483,25.87,40272.441,1.312,4.965,70.57,4314.263,189.65,33937.016,1491.832,65.519,84.769,18.562,54.329,347.02,1797.363,79.01,7894.193,-53.352,-2.137,42.502,1.868,27.296,19.718,137.52,-43.579,-37.8,48.043,418.346,18.39,1092.909,6.353,2.73,-13.192,-43.279,268.043,2270.533,99.81,6097.598,34.481,15.231,-1.34,-0.465,-9.538,-17.699,154.675,1308.952,57.54,3518.626,19.878,8.789,2.543,22.475,906.246,718.399,31.58,20615.789,-48.565,-1.807,43.545,1.914,10.91,51.495,8.291,2.65,0.0,-20.33,-2.116,60.284,0.0,188.6,0.915,0.0,0.471,6584.796,1770.33,-17.769,-25.58,113.369,961.581,42.27,2578.971,14.603,6.442,-26.786,-0.042,0.11,1.137,0.05,2.507,0.017,0.006,34.879,14.377,56.925,481.814,21.18,1294.955,7.317,3.235
Spain,2006,ESP,44695400.0,1415738556416.0,,0.0,0.0,0.0,61.975,2.77,0.937,0.0,432.795,-12.699,-30.296,4659.765,208.27,1493.219,66.74,-5.78,-4.454,1624.463,72.606,22.579,11.76,292.31,6540.046,295.59,18.684,0.719,12.737,39893.738,1.259,-1.48,-22.086,4101.317,183.31,32883.598,1469.746,62.015,82.989,4.655,16.154,363.174,2026.383,90.57,8125.527,-56.328,-1.052,18.256,0.816,30.64,20.507,127.93,44.863,21.182,69.225,580.82,25.96,1548.808,8.782,3.909,13.019,33.224,301.268,2512.115,112.28,6740.462,37.985,17.011,-3.28,-1.122,4.496,6.09,160.765,1345.329,60.13,3596.896,20.342,9.078,-0.877,-7.944,898.302,581.715,26.0,20098.307,-3.189,-0.061,41.461,1.853,8.796,50.722,8.669,2.77,0.0,4.561,0.378,61.975,0.0,193.952,0.937,0.0,0.489,6613.432,1783.067,24.766,27.134,140.503,1166.787,52.15,3143.567,17.643,7.933,190.244,0.208,0.318,2.685,0.12,7.119,0.041,0.018,10.016,5.367,62.291,521.306,23.3,1393.688,7.883,3.517
Spain,2007,ESP,45516452.0,1481143222272.0,,4.907,107.812,4.907,63.713,2.9,0.961,0.27,438.879,11.889,24.76,5119.694,233.03,1599.422,72.8,-6.055,-4.396,1498.577,68.21,24.117,12.832,296.11,6505.56,301.86,18.557,2.543,45.341,40170.27,1.234,2.626,38.596,4140.481,188.46,33138.391,1508.342,62.433,83.061,1.762,6.399,369.573,2082.763,94.8,8119.541,-75.342,-0.615,4.42,0.201,31.405,20.351,132.48,5.187,3.204,72.428,600.003,27.31,1591.253,9.047,3.988,5.357,6.345,307.612,2491.407,113.4,6758.269,37.567,16.939,-5.75,-1.942,-8.354,-14.214,146.551,1210.551,55.1,3219.727,18.253,8.07,0.828,7.437,905.739,458.296,20.86,19899.156,-8.234,-0.153,37.361,1.701,6.91,49.877,9.056,2.9,0.0,4.47,0.387,63.713,0.0,198.967,0.961,0.0,0.499,6631.887,1828.408,21.187,20.559,161.062,1280.855,58.3,3538.542,19.314,8.869,326.891,1.033,1.351,11.424,0.52,29.683,0.172,0.074,18.333,11.028,73.319,605.715,27.57,1610.828,9.133,4.037
Spain,2008,ESP,46235010.0,1510615285760.0,95.595,4.691,207.599,9.598,70.509,3.26,1.052,0.545,390.264,-32.605,-75.979,3396.809,157.052,1053.531,48.71,-25.422,-17.34,1100.24,50.87,15.724,8.919,298.75,6461.554,309.79,19.854,-2.943,-53.814,38382.043,1.175,-5.218,-78.709,4080.674,188.67,30920.996,1429.633,60.903,81.191,9.835,36.349,405.922,2612.739,120.8,8779.531,-9.932,-0.02,3.919,0.181,38.994,23.053,120.9,-13.59,-10.338,62.09,505.245,23.36,1342.915,7.541,3.526,10.713,23.58,331.192,2619.66,121.12,7163.237,39.097,18.809,-11.04,-3.695,7.023,9.051,155.602,1275.44,58.97,3365.449,19.035,8.837,-4.315,-39.08,866.659,414.405,19.16,18744.654,-2.692,-0.046,35.79,1.655,6.185,49.219,10.172,3.26,0.0,12.319,1.116,70.509,0.0,220.004,1.052,0.0,0.578,6700.334,1774.594,13.935,14.529,175.591,1344.219,62.15,3797.788,20.062,9.972,407.48,5.451,6.802,55.802,2.58,147.12,0.833,0.386,19.508,13.61,86.929,712.663,32.95,1880.15,10.636,4.937
Spain,2009,ESP,46635128.0,1468765831168.0,68.976,6.621,347.782,16.219,74.836,3.49,1.2,0.991,355.05,-30.169,-47.381,2351.68,109.671,770.02,35.91,-12.89,-6.557,950.192,44.312,12.352,6.699,282.62,6060.238,290.72,20.326,-6.903,-122.495,35426.062,1.125,-9.959,-142.373,3514.089,163.88,27602.785,1287.26,56.37,78.628,-10.555,-42.845,363.077,2310.49,107.75,7785.488,-11.965,-0.022,3.421,0.16,37.063,22.177,103.22,11.986,7.077,69.167,566.311,26.41,1483.144,9.084,4.225,9.026,18.691,349.884,2719.838,126.84,7502.574,43.63,21.372,-8.1,-2.866,-10.533,-17.12,138.481,1131.336,52.76,2969.459,18.148,8.459,-6.017,-52.148,814.511,433.579,20.22,17465.619,-12.602,-0.209,31.011,1.446,6.955,49.752,10.653,3.49,0.0,4.725,0.481,74.836,0.0,228.423,1.2,0.0,0.651,6233.927,1652.099,25.066,35.812,211.402,1588.502,74.08,4533.115,25.482,12.913,135.335,9.122,15.924,129.945,6.06,341.453,2.084,0.973,14.997,12.512,99.441,817.41,38.12,2132.313,13.112,6.074
Spain,2010,ESP,46840419.0,1480376320000.0,37.23,6.038,475.169,22.257,85.61,4.01,1.347,1.331,288.247,-26.861,-29.459,1712.455,80.212,540.772,25.33,-13.502,-5.983,818.299,38.329,8.506,4.796,289.47,6179.919,297.8,20.997,2.436,40.249,36130.066,1.143,-3.96,-50.981,2947.027,138.04,26393.404,1236.278,46.353,73.916,-0.306,-1.113,361.965,2024.96,94.85,7727.614,261.442,0.417,12.31,0.577,31.85,21.642,85.84,59.513,40.301,109.468,903.066,42.3,2337.041,14.204,6.545,26.472,86.374,436.257,3410.729,159.76,9313.692,53.647,26.084,-8.33,-2.878,16.778,21.97,160.452,1323.43,61.99,3425.494,20.816,9.593,-2.506,-20.41,794.101,381.295,17.86,16953.336,10.074,0.146,33.986,1.592,5.997,47.479,11.93,4.01,0.0,11.993,1.278,85.61,0.0,254.697,1.347,0.0,0.713,6357.757,1692.348,32.159,64.403,275.806,2087.3,97.77,5888.199,32.831,16.49,16.441,2.473,18.397,153.5,7.19,392.758,2.414,1.1,15.294,14.313,113.754,945.124,44.27,2428.534,14.866,6.801
Spain,2011,ESP,46997994.0,1477187469312.0,17.83,3.968,558.013,26.225,98.089,4.61,1.581,1.595,337.312,85.457,68.547,3165.227,148.759,935.785,43.98,-19.648,-7.531,655.316,30.799,15.085,9.048,285.45,6073.664,291.54,20.619,-1.831,-30.992,35349.504,1.125,0.502,6.209,3112.686,146.29,26437.016,1242.487,50.178,75.574,-7.046,-25.504,336.461,1819.439,85.51,7159.047,1.976,0.011,12.511,0.588,29.33,20.465,98.34,-27.214,-30.204,79.264,651.092,30.6,1686.545,10.496,4.821,-5.702,-34.68,401.577,3090.557,145.25,8544.56,49.822,24.426,-6.09,-2.133,-6.301,-10.889,149.562,1228.138,57.72,3182.31,19.798,9.097,-4.639,-36.835,757.266,357.462,16.8,16112.74,-15.761,-0.251,28.533,1.341,5.763,46.061,14.109,4.61,0.0,18.267,2.179,98.089,0.0,300.212,1.581,0.0,0.858,6203.244,1661.356,-5.391,-23.791,252.015,1862.42,87.53,5362.25,30.023,15.329,22.863,4.089,22.486,200.009,9.4,478.443,3.224,1.368,-2.858,-3.823,109.93,913.23,42.92,2339.037,14.722,6.686
Spain,2012,ESP,47018277.0,1433478627328.0,24.534,6.434,694.616,32.66,105.916,4.98,1.694,2.003,351.148,21.116,31.413,3831.956,180.172,1171.247,55.07,-7.097,-2.186,608.546,28.613,18.734,11.051,282.75,6013.619,293.95,21.094,-0.833,-13.845,35039.801,1.149,-2.419,-30.051,3094.754,145.51,25786.465,1212.435,49.502,74.366,-1.25,-4.205,332.256,1559.181,73.31,7066.531,13.901,0.082,14.244,0.67,24.94,20.379,103.22,-32.851,-26.313,52.951,437.064,20.55,1126.18,6.991,3.248,6.411,16.36,417.937,3157.07,148.44,8888.814,50.498,25.634,-11.2,-3.961,6.477,8.866,158.428,1307.364,61.47,3369.494,20.912,9.717,-7.561,-57.259,700.007,364.326,17.13,14887.979,38.938,0.522,39.627,1.863,5.828,42.935,15.553,4.98,0.0,10.233,1.444,105.916,0.0,330.79,1.694,0.0,0.954,6251.824,1647.511,6.377,7.494,259.509,1849.706,86.97,5519.32,29.587,15.917,37.863,8.354,30.84,254.582,11.97,655.915,4.072,1.892,16.589,17.575,127.505,1052.144,49.47,2711.821,16.829,7.821
Spain,2013,ESP,46860345.0,1413362089984.0,-58.283,-19.035,290.752,13.625,123.772,5.8,2.061,0.875,286.897,-26.433,-47.625,2828.556,132.547,852.32,39.94,-28.361,-8.115,437.424,20.498,14.19,8.512,274.71,5862.312,281.46,21.76,-4.187,-68.98,33685.852,1.117,-8.31,-100.749,2418.249,113.32,23723.393,1111.686,40.261,71.392,-8.721,-28.975,303.281,1227.904,57.54,6472.017,-2.059,-0.014,13.998,0.656,20.443,19.477,80.75,79.021,41.115,94.066,786.806,36.87,2007.374,13.1,6.041,0.119,27.538,445.475,3588.108,168.14,9506.44,59.739,28.608,-6.75,-2.457,-7.709,-13.335,145.093,1210.619,56.73,3096.284,20.156,9.318,-3.45,-24.149,675.858,338.026,15.84,14422.82,143.676,2.677,96.886,4.54,5.628,43.403,16.533,5.8,0.0,6.297,0.979,123.772,0.0,352.805,2.061,0.0,1.062,6006.357,1578.531,4.141,40.873,300.382,2377.49,111.41,6410.157,39.583,19.29,9.569,2.692,33.532,279.554,13.1,715.566,4.654,2.153,12.725,15.122,142.627,1187.358,55.64,3043.659,19.768,9.159
Spain,2014,ESP,46720137.0,1433089474560.0,6.125,0.835,309.487,14.459,115.796,5.41,1.971,0.943,289.025,2.123,2.814,2897.285,135.362,937.711,43.81,-7.637,-1.565,405.23,18.932,15.963,8.827,271.03,5801.139,274.44,21.584,-1.54,-24.312,33266.574,1.085,-2.001,-22.244,2287.45,106.87,23318.469,1089.442,38.941,71.046,-9.246,-28.042,275.239,1011.769,47.27,5891.229,-58.973,-0.387,5.76,0.269,17.224,17.949,79.32,6.496,5.6,99.667,838.396,39.17,2133.27,14.273,6.5,0.402,-1.476,443.999,3586.676,167.57,9503.379,61.059,28.954,-3.41,-1.258,1.011,0.721,145.814,1226.666,57.31,3121.015,20.883,9.509,0.441,2.983,678.841,337.97,15.79,14529.954,-14.824,-0.673,82.771,3.867,5.754,44.269,16.919,5.41,0.0,2.337,0.386,115.796,0.0,362.134,1.971,0.0,1.103,5874.126,1554.219,0.125,-2.197,298.185,2360.01,110.26,6382.363,40.176,19.445,4.288,1.26,34.791,292.593,13.67,744.677,4.981,2.269,-6.732,-10.278,132.349,1113.224,52.01,2832.796,18.951,8.631
Spain,2015,ESP,46683633.0,1488098820096.0,2.275,0.329,316.776,14.788,123.384,5.76,2.078,0.951,328.535,17.591,23.811,3409.609,159.173,1100.386,51.37,-23.467,-4.443,310.378,14.49,18.534,10.236,277.04,5934.414,277.17,21.077,1.218,18.926,33697.984,1.057,5.186,56.497,2632.4,122.89,24546.906,1145.939,44.337,73.693,3.705,10.199,285.438,1124.591,52.5,6114.302,160.229,0.431,15.001,0.7,18.941,18.356,91.06,-28.157,-28.426,71.241,602.781,28.14,1526.027,10.153,4.581,-7.061,-34.923,409.076,3304.799,154.28,8762.724,55.663,26.307,-0.13,-0.047,0.0,-0.738,145.076,1225.269,57.2,3107.64,20.637,9.33,3.312,22.487,701.328,407.423,19.02,15022.994,-25.559,-0.988,61.664,2.879,6.862,45.101,18.013,5.76,0.0,6.467,1.094,123.384,0.0,385.853,2.078,0.0,1.158,5937.199,1573.144,-10.304,-34.185,264.0,2079.53,97.08,5655.083,35.025,16.977,1.356,0.293,35.085,296.892,13.86,751.54,5.001,2.256,-5.168,-7.475,124.873,1056.473,49.32,2674.886,17.794,8.03
Spain,2016,ESP,46732712.0,1533303980032.0,14.074,2.081,360.979,16.87,121.756,5.69,2.102,1.079,282.933,-23.31,-37.103,2612.091,122.07,779.54,36.43,-44.952,-6.513,170.677,7.976,13.458,7.81,278.37,5956.641,270.7,20.623,0.621,9.769,33871.637,1.032,-1.172,-13.432,2299.032,107.44,24233.707,1132.507,39.69,72.459,2.024,5.778,291.216,1130.472,52.83,6231.522,-12.903,-0.09,13.052,0.61,19.516,18.632,76.59,29.302,20.181,91.421,778.898,36.4,1956.253,13.447,5.849,6.451,21.376,430.452,3493.484,163.26,9210.928,60.31,27.541,7.67,2.755,2.293,2.208,147.284,1254.582,58.63,3151.622,21.659,9.423,2.551,17.893,719.221,389.021,18.18,15390.093,-42.521,-1.224,35.407,1.655,6.716,46.017,17.702,5.69,0.0,-1.726,-0.311,121.756,0.0,378.795,2.102,0.0,1.133,5792.517,1582.913,8.581,19.168,283.168,2238.903,104.63,6059.306,38.652,18.117,-1.564,-0.809,34.276,291.873,13.64,733.44,5.039,2.193,-0.833,-1.974,122.899,1046.376,48.9,2629.839,18.064,7.863
Spain,2017,ESP,46868543.0,1578931453952.0,15.23,2.569,414.752,19.439,129.725,6.08,2.232,1.226,329.209,28.131,34.34,3337.202,156.41,962.906,45.13,64.445,5.14,279.857,13.117,16.569,9.866,281.55,6007.227,272.38,19.99,1.208,19.129,34181.617,1.015,5.711,64.678,2697.118,126.41,25543.451,1197.184,46.409,75.517,8.896,25.905,317.121,1366.375,64.04,6766.183,,,,,23.511,20.004,89.67,-49.645,-45.616,45.805,390.88,18.32,977.308,6.726,2.889,-8.16,-42.315,388.137,3114.456,145.97,8281.393,53.591,24.483,9.17,3.257,-0.865,-2.004,145.28,1238.357,58.04,3099.735,21.308,9.164,0.616,4.433,723.653,367.837,17.24,15440.067,,,,,6.329,45.647,18.994,6.08,0.0,7.296,1.292,129.725,0.0,405.256,2.232,0.0,1.198,5811.574,1602.043,-11.681,-40.311,242.857,1876.098,87.93,5181.657,32.282,15.319,4.977,1.526,35.802,307.242,14.4,763.874,5.287,2.258,0.435,-0.082,122.817,1048.251,49.13,2620.468,18.037,7.747
